student_id,subject,factor_1,factor_2,factor_3,gpa
S197,Physics,8.3;7.8,7.6,8.3,8.03
S197,Chemistry,6.6;7.4,6.6,6.1,6.5
S197,Biology,6.6;7.9,5.4,7.3,6.74
S197,History,6.0;8.3,6.3,7.3,6.97
S197,Geography,8.3;8.3,6.3,6.9,7.13
S198,Math,6.2;7.4,6.0,5.5,6.01
S198,Literature,7.6;8.2,6.7,7.9,7.56
S198,English,6.6;7.7,6.3,7.6,7.1
S198,Physics,5.6;8.0,7.4,7.7,7.36
S198,Chemistry,6.5;7.8,5.2,6.9,6.49
S198,Biology,6.9;6.5,7.2,7.2,7.06
S198,History,6.7;5.7,6.8,8.3,7.27
S198,Geography,6.2;6.5,5.8,6.3,6.17
S199,Math,5.9;6.3,6.2,5.4,5.83
S199,Literature,7.6;8.2,5.9,7.1,6.99
S199,English,6.0;6.0,5.8,5.1,5.56
S199,Physics,6.8;6.9,6.4,5.5,6.14
S199,Chemistry,8.0;7.2,5.1,7.7,6.93
S199,Biology,7.7;8.0,5.9,8.4,7.53
S199,History,7.9;7.7,6.7,6.5,6.93
S199,Geography,8.0;7.8,7.4,8.4,7.97
S200,Math,8.2;6.7,6.9,5.7,6.54
S200,Literature,8.3;5.7,7.8,5.6,6.63
S200,English,7.6;7.8,5.5,6.9,6.73
S200,Physics,7.4;8.2,6.4,7.1,7.1
S200,Chemistry,5.8;7.6,7.2,6.2,6.63
S200,Biology,7.1;6.4,7.7,8.2,7.64
S200,History,5.7;6.9,6.6,5.4,6.0
S200,Geography,6.4;5.6,5.0,6.0,5.71
S201,Math,6.4;5.6,5.9,5.1,5.59
S201,Literature,6.3;5.9,6.2,7.9,6.9
S201,English,8.0;6.4,8.0,7.1,7.39
S201,Physics,5.7;8.5,5.9,8.2,7.23
S201,Chemistry,7.3;7.3,5.6,7.3,6.81
S201,Biology,7.7;7.2,6.8,6.9,7.03
S201,History,5.6;7.5,6.4,6.7,6.57
S201,Geography,6.0;8.3,5.0,8.4,7.07
S202,Math,7.6;6.5,5.9,5.3,5.97
S202,Literature,6.6;6.5,6.0,8.0,7.01
S202,English,6.8;7.9,5.1,7.0,6.56
S202,Physics,6.8;6.3,5.4,8.3,6.97
S202,Chemistry,7.1;8.5,5.5,6.3,6.5
S202,Biology,5.9;6.4,6.3,6.5,6.34
S202,History,6.5;6.3,6.8,7.8,7.11
S202,Geography,7.9;6.9,6.1,6.2,6.51
S203,Math,5.9;6.8,6.9,5.1,5.97
S203,Literature,7.5;7.1,6.3,5.8,6.37
S203,English,5.6;6.0,5.7,6.1,5.9
S203,Physics,6.7;6.8,6.4,5.0,5.9
S203,Chemistry,5.5;5.9,7.9,8.2,7.4
S203,Biology,5.6;6.1,5.5,6.1,5.86
S203,History,6.7;6.0,5.4,7.1,6.4
S203,Geography,5.9;6.6,7.3,7.8,7.21
S204,Math,7.4;6.2,6.2,7.1,6.76
S204,Literature,6.3;6.0,5.4,7.7,6.6
S204,English,8.2;8.2,6.2,6.8,7.03
S204,Physics,6.9;6.2,6.8,6.5,6.6
S204,Chemistry,8.2;7.3,5.1,5.3,5.94
S204,Biology,5.8;5.7,5.0,7.9,6.46
S204,History,7.4;6.8,7.8,8.1,7.73
S204,Geography,7.3;7.2,6.0,7.4,6.96
S205,Math,8.1;5.9,5.9,7.1,6.73
S205,Literature,6.8;7.7,5.4,8.2,7.13
S205,English,8.1;5.6,7.6,7.4,7.3
S205,Physics,7.4;7.8,7.5,7.7,7.61
S205,Chemistry,5.9;5.7,6.8,6.4,6.34
S205,Biology,6.1;7.3,7.1,5.1,6.13
S205,History,6.0;7.8,5.0,6.2,6.06
S205,Geography,6.8;5.9,7.3,5.2,6.13
S206,Math,7.0;6.9,5.3,8.2,7.01
S206,Literature,6.5;8.3,7.6,7.1,7.33
S206,English,8.1;8.5,5.0,8.3,7.36
S206,Physics,8.0;7.8,5.0,7.7,6.99
S206,Chemistry,6.8;6.1,7.4,8.5,7.6
S206,Biology,5.8;8.2,7.5,6.6,6.97
S206,History,8.0;6.5,7.9,7.7,7.63
S206,Geography,6.3;7.6,7.0,5.9,6.51
S207,Math,7.8;5.7,5.8,5.6,5.99
S207,Literature,7.9;6.8,5.8,5.8,6.24
S207,English,7.2;7.1,7.3,7.3,7.26
S207,Physics,7.0;7.3,5.2,6.5,6.31
S207,Chemistry,7.4;6.4,6.3,5.4,6.09
S207,Biology,7.5;5.9,5.4,5.4,5.77
S207,History,6.6;6.9,5.7,7.3,6.69
S207,Geography,8.2;6.9,5.0,7.7,6.89
S208,Math,8.3;7.9,7.3,7.9,7.79
S208,Literature,7.2;6.1,6.7,5.8,6.3
S208,English,6.6;6.3,7.2,6.4,6.64
S208,Physics,7.8;6.8,6.8,8.1,7.5
S208,Chemistry,6.2;6.8,6.6,5.1,5.93
S208,Biology,7.1;5.6,7.8,6.5,6.83
S208,History,5.9;8.1,6.6,5.7,6.33
S208,Geography,6.1;7.0,5.5,7.4,6.61
S209,Math,4.9;4.4,5.3,4.6,4.81
S209,Literature,5.7;4.7,3.7,5.1,4.73
S209,English,3.4;4.3,5.4,3.2,4.01
S209,Physics,3.7;3.4,3.3,5.8,4.44
S209,Chemistry,4.2;4.3,5.4,3.5,4.26
S209,Biology,4.6;3.8,3.2,2.6,3.23
S209,History,3.7;6.5,5.3,6.0,5.54
S209,Geography,5.4;3.8,5.3,5.8,5.31
S210,Math,8.5;8.0,9.3,8.7,8.74
S210,Literature,9.4;9.0,9.5,8.9,9.16
S210,English,9.4;10.0,8.8,9.7,9.44
S210,Physics,9.8;9.9,9.7,9.5,9.66
S210,Chemistry,9.1;8.9,9.3,8.6,8.91
S210,Biology,9.1;8.7,9.6,9.0,9.14
S210,History,9.7;8.8,8.7,9.7,9.29
S210,Geography,9.8;9.5,8.6,10.0,9.5
S211,Math,6.5;7.8,7.6,6.6,7.04
S211,Literature,5.9;8.3,7.8,8.2,7.77
S211,English,5.5;6.6,6.3,8.3,7.09
S211,Physics,7.7;6.3,5.9,6.7,6.56
S211,Chemistry,7.5;7.6,5.8,5.3,6.09
S211,Biology,7.7;7.3,7.2,8.1,7.67
S211,History,7.5;5.5,7.3,8.2,7.46
S211,Geography,6.7;8.2,7.9,8.3,7.94
S212,Math,7.4;5.7,7.9,7.9,7.51
S212,Literature,8.5;8.3,6.1,6.4,6.89
S212,English,6.6;6.0,5.8,6.3,6.16
S212,Physics,7.5;8.3,6.5,6.2,6.77
S212,Chemistry,6.5;6.4,6.9,6.5,6.6
S212,Biology,8.0;7.6,6.8,8.2,7.69
S212,History,8.5;8.0,7.7,7.8,7.9
S212,Geography,7.3;7.8,5.2,8.0,7.07
